event,horizon,dispersion_regime,pair,event_count,mean_forward_return,median_forward_return,standard_error,t_statistic,directional_probability,p25,p50,p75
ny_open_extreme_down,8,not_applicable,CADJPY,37788,0.004292069613899849,0.0,0.010322976427481062,0.41577830231926327,0.4583465650471049,-0.9129573954231661,0.0,0.9497061548429181
ny_open_extreme_down,8,not_applicable,CHFJPY,30448,-0.024377686585895106,0.0,0.01060853014251939,-2.2979325371559645,0.4588807146610615,-0.8690416022068523,0.0,0.8823142805794513
ny_open_extreme_down,8,not_applicable,EURAUD,28214,0.004794180635672366,0.0,0.011948146140356738,0.4012489117018136,0.4652300276458496,-0.9132475476340308,0.0,0.9049774286140416
ny_open_extreme_down,8,not_applicable,EURGBP,33649,0.043077262514139,0.0,0.01224286807298357,3.518559724514056,0.46259918571131386,-0.8201737583134114,0.0,0.857557455872649
ny_open_extreme_down,8,not_applicable,EURJPY,32154,-0.05179609736333747,0.0,0.011282120616133179,-4.590989506819331,0.45792125396529204,-0.903053041705064,0.0,0.8982938503472482
ny_open_extreme_down,8,not_applicable,EURUSD,37572,0.0057599665216350945,0.0,0.011601165392971988,0.4964989573482415,0.4630575960821889,-0.9193922457489174,0.0,0.9120832915515608
ny_open_extreme_down,8,not_applicable,GBPAUD,28210,0.07219241338541937,0.0,0.011965518176234115,6.033371252471771,0.4521446295639844,-0.8645441556024737,0.0,0.9528208067549944
ny_open_extreme_down,8,not_applicable,GBPJPY,33841,0.0031591811339804795,0.0,0.010837272135875221,0.29151073207089334,0.45332584734493664,-0.8627153733245647,0.0,0.9307812735692296
ny_open_extreme_down,8,not_applicable,GBPUSD,37154,-0.005404359709271109,0.0,0.011844285942527592,-0.45628413021222697,0.456882166119395,-0.9073107957567195,0.0,0.9440202411640921
ny_open_extreme_down,8,not_applicable,NZDUSD,34865,-0.00011473119339295051,0.0,0.010946395548820898,-0.010481184685977193,0.45486877957837374,-0.9496796566255912,0.0,0.998612308077445
ny_open_extreme_down,8,not_applicable,USDCAD,38963,0.04500493670516302,0.0,0.011525583233545694,3.9047860566547525,0.4574853065729025,-0.9281076214457111,0.0,1.025642765049891
ny_open_extreme_down,8,not_applicable,USDCHF,38218,-0.032881357482823566,0.0,0.02122883587113184,-1.5489006407335542,0.4559631587210215,-0.8786856322836758,0.0,0.9527235555415559
ny_open_extreme_down,8,not_applicable,USDJPY,34857,-0.004010592800238692,0.0,0.011851036624365367,-0.3384170454754174,0.4541698941389104,-0.9230763301798358,0.0,1.0036344290315748
london_body_extreme_up,4,not_applicable,AUDJPY,33614,0.0011820965568455487,0.0,0.007427519733689305,0.15915091433333595,0.47750937109537694,-0.6582834668654348,0.0,0.6914124127216634
